"MasterFundCode","FullName","InceptionDate","Category"
"210008","金鹰策略配置混合型证券投资基金","2011-09-01","混合型基金"
"210009","金鹰核心资源混合型证券投资基金","2012-05-23","混合型基金"
"210010","金鹰灵活配置混合型证券投资基金","2012-11-29","混合型基金"
"210012","金鹰货币市场证券投资基金","2012-12-07","货币型基金"
"210014","金鹰元丰债券型证券投资基金","2013-01-30","债券型基金"
"213001","宝盈鸿利收益灵活配置混合型证券投资基金","2002-10-08","混合型基金"
"213002","宝盈泛沿海区域增长混合型证券投资基金","2005-03-08","混合型基金"
"213003","宝盈策略增长混合型证券投资基金","2007-01-19","混合型基金"
"213006","宝盈核心优势灵活配置混合型证券投资基金","2009-03-17","混合型基金"
"213007","宝盈增强收益债券型证券投资基金","2008-05-15","债券型基金"
"213008","宝盈资源优选混合型证券投资基金","2008-04-15","混合型基金"
"213009","宝盈货币市场证券投资基金","2009-08-05","货币型基金"
"213010","宝盈中证100指数增强型证券投资基金","2010-02-08","股票型基金"
"217001","招商安泰偏股混合型证券投资基金","2003-04-28","混合型基金"
"217002","招商平衡型证券投资基金","2003-04-28","混合型基金"
"217003","招商安泰债券投资基金","2003-04-28","债券型基金"
"217004","招商现金增值开放式证券投资基金","2004-01-14","货币型基金"
"217005","招商先锋证券投资基金","2004-06-01","混合型基金"
"217008","招商安本增利债券型证券投资基金","2006-07-11","债券型基金"
"217009","招商核心价值混合型证券投资基金","2007-03-30","混合型基金"
"217010","招商大盘蓝筹混合型证券投资基金","2008-06-19","混合型基金"
"217011","招商安心收益债券型证券投资基金","2008-10-22","债券型基金"
"217012","招商行业领先混合型证券投资基金","2009-06-19","混合型基金"
"217013","招商中小盘精选混合型证券投资基金","2009-12-25","混合型基金"
"217015","招商全球资源股票型证券投资基金","2010-03-25","股票型基金"
"217016","招商深证100指数证券投资基金","2010-06-22","股票型基金"
"217017","招商上证消费80交易型开放式指数证券投资基金联接基金","2010-12-08","股票型基金"
"217018","招商安瑞进取债券型证券投资基金","2011-03-17","债券型基金"
"217019","招商深证电子信息传媒产业(TMT)50交易型开放式指数证券投资基金联接基金","2011-06-27","股票型基金"
"217020","招商安达灵活配置混合型证券投资基金","2011-09-01","混合型基金"
"217021","招商优势企业灵活配置混合型证券投资基金","2012-02-01","混合型基金"
"217022","招商产业债券型证券投资基金","2012-03-21","债券型基金"
"217023","招商信用增强债券型证券投资基金","2012-07-20","债券型基金"
"217024","招商安盈保本混合型证券投资基金","2012-08-20","混合型基金"
"217025","招商理财7天债券型证券投资基金","2012-12-07","债券型基金"
"217027","招商央视财经50指数证券投资基金","2013-02-05","股票型基金"
"229001","泰达宏利全球新格局证券投资基金","2011-07-20","FOF"
"229002","泰达宏利逆向策略混合型证券投资基金","2012-05-23","混合型基金"
"233001","摩根士丹利华鑫基础行业证券投资基金","2004-03-26","混合型基金"
"233005","摩根士丹利华鑫强收益债券型证券投资基金","2009-12-29","债券型基金"
"233006","摩根士丹利华鑫领先优势混合型证券投资基金","2009-09-22","混合型基金"
"233007","摩根士丹利华鑫卓越成长混合型证券投资基金","2010-05-18","混合型基金"
"233008","摩根士丹利华鑫消费领航混合型证券投资基金","2010-12-03","混合型基金"
"233009","摩根士丹利华鑫多因子精选策略混合型证券投资基金","2011-05-17","混合型基金"
"233010","摩根士丹利华鑫深证300指数增强型证券投资基金","2011-11-15","股票型基金"
"233011","摩根士丹利华鑫主题优选混合型证券投资基金","2012-03-13","混合型基金"
"233012","摩根士丹利华鑫多元收益债券型证券投资基金","2012-08-28","债券型基金"
"233015","摩根士丹利华鑫量化配置混合型证券投资基金","2012-12-11","混合型基金"
"240001","华宝宝康消费品证券投资基金","2003-07-15","混合型基金"
"240002","华宝宝康灵活配置证券投资基金","2003-07-15","混合型基金"
"240003","华宝宝康债券投资基金","2003-07-15","债券型基金"
"240004","华宝动力组合混合型证券投资基金","2005-11-17","混合型基金"
"240005","华宝多策略增长开放式证券投资基金","2004-05-11","混合型基金"
"240006","华宝现金宝货币市场基金(A类)","2005-03-31","货币型基金"
"240008","华宝收益增长混合型证券投资基金","2006-06-15","混合型基金"
"240009","华宝先进成长混合型证券投资基金","2006-11-07","混合型基金"
"240010","华宝行业精选混合型证券投资基金","2007-06-14","混合型基金"
"240011","华宝大盘精选混合型证券投资基金","2008-10-07","混合型基金"
"240012","华宝增强收益债券型证券投资基金(A类)","2009-02-17","债券型基金"
"240014","华宝中证100指数证券投资基金","2009-09-29","股票型基金"
"240016","华宝上证180价值交易型开放式指数证券投资基金联接基金","2010-04-23","股票型基金"
"240017","华宝新兴产业混合型证券投资基金","2010-12-07","混合型基金"
"240018","华宝可转债债券型证券投资基金","2011-04-27","债券型基金"
"240019","华宝兴业上证180成长交易型开放式指数证券投资基金联接基金","2011-08-09","股票型基金"
"240019","华宝中证银行交易型开放式指数证券投资基金联接基金","2018-11-27","股票型基金"
"240020","华宝医药生物优选混合型证券投资基金","2012-02-28","混合型基金"
"240021","华宝兴业中证短融50指数债券型证券投资基金","2012-06-12","债券型基金"
"240022","华宝资源优选混合型证券投资基金","2012-08-21","混合型基金"
"241001","华宝海外中国成长混合型证券投资基金","2008-05-07","混合型基金"
"241002","华宝兴业成熟市场动量优选证券投资基金","2011-03-15","FOF"
"253010","国联安德盛安心成长混合型证券投资基金","2005-07-13","混合型基金"
"253020","国联安德盛增利债券证券投资基金","2009-03-11","债券型基金"
"253030","国联安信心增益债券型证券投资基金","2010-06-22","债券型基金"
"253050","国联安货币市场证券投资基金","2011-01-26","货币型基金"
"253060","国联安信心增长债券型证券投资基金","2012-02-12","债券型基金"
"253070","国联安中债信用债指数增强型发起式证券投资基金","2012-12-12","债券型基金"
"255010","德盛稳健证券投资基金","2003-08-08","混合型基金"
"257010","国联安德盛小盘精选证券投资基金","2004-04-12","混合型基金"
"257020","国联安德盛精选混合型证券投资基金","2005-12-28","混合型基金"
"257030","国联安德盛优势混合型证券投资基金","2007-01-24","混合型基金"
"257040","国联安德盛红利混合型证券投资基金","2008-10-22","混合型基金"
"257050","国联安主题驱动混合型证券投资基金","2009-08-26","混合型基金"
"257060","国联安上证大宗商品股票交易型开放式指数证券投资基金联接基金","2010-12-01","股票型基金"
"257070","国联安优选行业混合型证券投资基金","2011-05-23","混合型基金"
"260101","景顺长城优选混合型证券投资基金","2003-10-24","混合型基金"
"260102","景顺长城货币市场证券投资基金","2003-10-24","货币型基金"
"260103","景顺长城动力平衡证券投资基金","2003-10-24","混合型基金"
"260104","景顺长城内需增长混合型证券投资基金","2004-06-25","混合型基金"
"260108","景顺长城新兴成长混合型证券投资基金","2006-06-28","混合型基金"
"260109","景顺长城内需增长贰号混合型证券投资基金","2006-10-11","混合型基金"
"260110","景顺长城精选蓝筹混合型证券投资基金","2007-06-18","混合型基金"
"260111","景顺长城公司治理混合型证券投资基金","2008-10-22","混合型基金"
"260112","景顺长城能源基建混合型证券投资基金","2009-10-20","混合型基金"
"260115","景顺长城中小盘混合型证券投资基金","2011-03-22","混合型基金"
"260116","景顺长城核心竞争力混合型证券投资基金","2011-12-20","混合型基金"
"260117","景顺长城支柱产业混合型证券投资基金","2012-11-20","混合型基金"
"261001","景顺长城稳定收益债券型证券投资基金","2011-03-25","债券型基金"
"261002","景顺长城优信增利债券型证券投资基金","2012-03-15","债券型基金"
"262001","景顺长城大中华混合型证券投资基金","2011-09-22","混合型基金"
"263001","景顺长城上证180等权重交易型开放式指数证券投资基金联接基金","2012-06-25","股票型基金"
"270001","广发聚富开放式证券投资基金","2003-12-03","混合型基金"
"270002","广发稳健增长开放式证券投资基金","2004-07-26","混合型基金"
"270004","广发货币市场基金","2005-05-20","货币型基金"
"270005","广发聚丰混合型证券投资基金","2005-12-23","混合型基金"
"270006","广发策略优选混合型证券投资基金","2006-05-17","混合型基金"
"270007","广发大盘成长混合型证券投资基金","2007-06-13","混合型基金"
"270008","广发核心精选混合型证券投资基金","2008-07-16","混合型基金"
"270009","广发增强债券型证券投资基金","2008-03-27","债券型基金"
"270010","广发沪深300交易型开放式指数证券投资基金联接基金","2008-12-30","股票型基金"
"270021","广发聚瑞混合型证券投资基金","2009-06-16","混合型基金"
"270022","广发内需增长灵活配置混合型证券投资基金","2010-04-19","混合型基金"
"270023","广发全球精选股票型证券投资基金","2010-08-18","股票型基金"
"270024","广发聚祥保本混合型证券投资基金","2011-03-15","混合型基金"
"270025","广发行业领先混合型证券投资基金","2010-11-23","混合型基金"
"270026","广发中小企业300交易型开放式指数证券投资基金联接基金","2011-06-09","股票型基金"
"270027","广发标普全球农业指数证券投资基金","2011-06-28","股票型基金"
"270028","广发制造业精选混合型证券投资基金","2011-09-20","混合型基金"
"270029","广发聚财信用债券型证券投资基金","2012-03-13","债券型基金"
"270041","广发消费品精选混合型证券投资基金","2012-06-12","混合型基金"
"270042","广发纳斯达克100交易型开放式指数证券投资基金联接基金(QDII)","2012-08-15","股票型基金"
"270043","广发理财年年红债券型证券投资基金","2012-07-19","债券型基金"
"270044","广发双债添利债券型证券投资基金","2012-09-20","债券型基金"
"270046","广发理财30天债券型证券投资基金","2013-01-14","债券型基金"
"270046","广发景荣纯债债券型证券投资基金","2020-09-25","债券型基金"
"270048","广发纯债债券型证券投资基金","2012-12-12","债券型基金"
"270050","广发新经济混合型发起式证券投资基金","2013-02-06","混合型基金"
"288001","华夏经典配置混合型证券投资基金","2004-03-15","混合型基金"
"288002","华夏收入混合型证券投资基金","2005-11-17","混合型基金"
"288101","华夏货币市场基金","2005-04-20","货币型基金"
"288102","华夏稳定双利债券型证券投资基金","2006-07-20","债券型基金"
"290001","泰信天天收益开放式证券投资基金","2004-02-10","货币型基金"
"290002","泰信先行策略开放式证券投资基金","2004-06-28","混合型基金"
"290003","泰信双息双利债券型证券投资基金","2006-06-15","债券型基金"
"290004","泰信优质生活混合型证券投资基金","2006-12-15","混合型基金"
"290005","泰信优势增长灵活配置混合型证券投资基金","2008-06-25","混合型基金"
"290006","泰信蓝筹精选混合型证券投资基金","2009-04-22","混合型基金"
"290007","泰信增强收益债券型证券投资基金","2009-07-29","债券型基金"
"290008","泰信发展主题混合型证券投资基金","2010-12-15","混合型基金"
"290009","泰信周期回报债券型证券投资基金","2011-02-09","债券型基金"
"290010","泰信中证200指数证券投资基金","2011-06-09","股票型基金"
"290011","泰信中小盘精选混合型证券投资基金","2011-10-26","混合型基金"
"290012","泰信行业精选混合型证券投资基金","2012-02-22","混合型基金"
"290014","泰信现代服务业混合型证券投资基金","2013-02-07","混合型基金"
"310308","申万菱信盛利精选证券投资基金","2004-04-09","混合型基金"
"310318","申万菱信沪深300指数增强型证券投资基金","2004-11-29","股票型基金"
"310328","申万菱信新动力混合型证券投资基金","2005-11-10","混合型基金"
"310338","申万菱信收益宝货币市场基金","2006-07-07","货币型基金"
"310358","申万菱信新经济混合型证券投资基金","2006-12-06","混合型基金"
"310368","申万菱信竞争优势混合型证券投资基金","2008-07-04","混合型基金"
"310378","申万菱信添益宝债券型证券投资基金","2008-12-04","债券型基金"
"310388","申万菱信消费增长混合型证券投资基金","2009-06-12","混合型基金"
"310398","申万菱信沪深300价值股票型证券投资基金","2010-02-11","股票型基金"
"310508","申万菱信稳益宝债券型证券投资基金","2011-02-11","债券型基金"
"310518","申万菱信可转换债券债券型证券投资基金","2011-12-09","债券型基金"
"320001","诺安平衡证券投资基金","2004-05-21","混合型基金"
"320002","诺安货币市场基金","2004-12-06","货币型基金"
"320003","诺安先锋混合型证券投资基金","2005-12-19","混合型基金"
"320004","诺安优化收益债券型证券投资基金","2006-07-17","债券型基金"
"320005","诺安价值增长混合型证券投资基金","2006-11-21","混合型基金"
"320006","诺安灵活配置混合型证券投资基金","2008-05-20","混合型基金"
"320007","诺安成长混合型证券投资基金","2009-03-10","混合型基金"
"320008","诺安增利债券型证券投资基金","2009-05-27","债券型基金"
"320010","诺安中证100指数证券投资基金","2009-10-27","股票型基金"
"320011","诺安中小盘精选混合型证券投资基金","2010-04-28","混合型基金"
"320012","诺安主题精选混合型证券投资基金","2010-09-15","混合型基金"
"320013","诺安全球黄金证券投资基金","2011-01-13","FOF"
"320014","诺安沪深300指数增强型证券投资基金","2011-04-07","股票型基金"
"320015","诺安行业轮动混合型证券投资基金","2011-05-13","混合型基金"
"320016","诺安多策略混合型证券投资基金","2011-08-09","混合型基金"
"320017","诺安全球收益不动产证券投资基金","2011-09-23","股票型基金"
"320018","诺安新动力灵活配置混合型证券投资基金","2012-03-05","混合型基金"
"320020","诺安策略精选股票型证券投资基金","2012-05-28","股票型基金"
"320021","诺安双利债券型发起式证券投资基金","2012-11-29","债券型基金"
"320022","诺安研究精选股票型证券投资基金","2012-12-10","股票型基金"
"340001","兴全可转债混合型证券投资基金","2004-05-11","混合型基金"
"340005","兴全货币市场证券投资基金","2006-04-27","货币型基金"
"340006","兴全全球视野股票型证券投资基金","2006-09-20","股票型基金"
"340007","兴全社会责任混合型证券投资基金","2008-04-12","混合型基金"
"340008","兴全有机增长灵活配置混合型证券投资基金","2009-03-25","混合型基金"
"340009","兴全磐稳增利债券型证券投资基金","2009-07-23","债券型基金"
"350001","天治财富增长证券投资基金","2004-06-29","债券型基金"
"350002","天治低碳经济灵活配置混合型证券投资基金","2005-01-12","混合型基金"
"350004","天治天得利货币市场基金","2006-07-05","货币型基金"
"350005","天治中国制造2025灵活配置混合型证券投资基金","2008-05-08","混合型基金"
"350006","天治稳健双盈债券型证券投资基金","2008-11-05","债券型基金"
"350007","天治趋势精选灵活配置混合型证券投资基金","2009-07-15","混合型基金"
"350008","天治新消费灵活配置混合型证券投资基金","2011-08-04","混合型基金"
"350009","天治研究驱动灵活配置混合型证券投资基金","2011-12-28","混合型基金"
"360001","光大保德信量化核心证券投资基金","2004-08-27","股票型基金"
"360003","光大保德信货币市场基金","2005-06-09","货币型基金"
"360005","光大保德信红利混合型证券投资基金","2006-03-24","混合型基金"
"360006","光大保德信新增长混合型证券投资基金","2006-09-14","混合型基金"
"360007","光大保德信优势配置混合型证券投资基金","2007-08-24","混合型基金"
"360008","光大保德信增利收益债券型证券投资基金","2008-10-29","债券型基金"
"360010","光大保德信均衡精选混合型证券投资基金","2009-03-04","混合型基金"
"360011","光大保德信动态优选灵活配置混合型证券投资基金","2009-10-28","混合型基金"
"360012","光大保德信中小盘混合型证券投资基金","2010-04-14","混合型基金"
"360013","光大保德信信用添益债券型证券投资基金","2011-05-16","债券型基金"
"360016","光大保德信行业轮动混合型证券投资基金","2012-02-15","混合型基金"
"360017","光大保德信添天利季度开放短期理财债券型证券投资基金","2012-06-19","债券型基金"
"360019","光大保德信添天盈月度理财债券型证券投资基金","2012-10-25","债券型基金"
"360019","光大保德信添天盈五年定期开放债券型证券投资基金","2020-03-09","债券型基金"
"360021","光大保德信添盛双月理财债券型证券投资基金","2012-09-05","债券型基金"
"370010","上投摩根货币市场基金","2005-04-13","货币型基金"
"370021","上投摩根分红添利债券型证券投资基金","2012-06-25","债券型基金"
"370023","上投摩根中证消费服务领先指数证券投资基金","2012-09-25","股票型基金"
"370024","上投摩根核心优选混合型证券投资基金","2012-11-28","混合型基金"
"370025","上投摩根轮动添利债券型证券投资基金","2013-02-04","债券型基金"
"370027","上投摩根智选30混合型证券投资基金","2013-03-06","混合型基金"
"371020","上投摩根纯债债券型证券投资基金","2009-06-24","债券型基金"
"372010","上投摩根强化回报债券型证券投资基金","2011-08-10","债券型基金"
"373010","上投摩根双息平衡混合型证券投资基金","2006-04-26","混合型基金"
"373020","上投摩根双核平衡混合型证券投资基金","2008-05-21","混合型基金"
"375010","上投摩根中国优势证券投资基金","2004-09-15","混合型基金"
"376510","上投摩根大盘蓝筹股票型证券投资基金","2010-12-20","股票型基金"
"377010","上投摩根阿尔法混合型证券投资基金","2005-10-11","混合型基金"
"377016","上投摩根亚太优势混合型证券投资基金","2007-10-22","混合型基金"
"377020","上投摩根内需动力混合型证券投资基金","2007-04-13","混合型基金"
"377150","上投摩根健康品质生活混合型证券投资基金","2012-02-01","混合型基金"
"377240","上投摩根新兴动力混合型证券投资基金","2011-07-13","混合型基金"
"377530","上投摩根行业轮动混合型证券投资基金","2010-01-28","混合型基金"
"378006","上投摩根全球新兴市场混合型证券投资基金","2011-01-30","混合型基金"
"378010","上投摩根成长先锋混合型证券投资基金","2006-09-20","混合型基金"
"378546","上投摩根全球天然资源混合型证券投资基金","2012-03-26","混合型基金"
"379010","上投摩根中小盘混合型证券投资基金","2009-01-21","混合型基金"
"380001","中银理财14天债券型证券投资基金","2012-09-24","债券型基金"
"380003","中银理财60天债券型发起式证券投资基金","2012-10-26","债券型基金"
"380005","中银纯债债券型证券投资基金","2012-12-12","债券型基金"
"380007","中银理财7天债券型证券投资基金","2012-12-24","债券型基金"
"380009","中银稳健添利债券型发起式证券投资基金","2013-02-04","债券型基金"
"380010","中银聚享债券型证券投资基金","2013-01-31","债券型基金"
"392001","中海货币市场证券投资基金","2010-07-28","货币型基金"
"393001","中海优势精选灵活配置混合型证券投资基金","2012-06-20","混合型基金"
"395001","中海稳健收益债券型证券投资基金","2008-04-10","债券型基金"
"395011","中海增强收益债券型证券投资基金","2011-03-23","债券型基金"
"398001","中海优质成长证券投资基金","2004-09-28","混合型基金"
"398011","中海分红增利混合型证券投资基金","2005-06-16","混合型基金"
"398021","中海能源策略混合型证券投资基金","2007-03-13","混合型基金"
"398031","中海蓝筹灵活配置混合型证券投资基金","2008-12-03","混合型基金"
"398041","中海量化策略混合型证券投资基金","2009-06-24","混合型基金"
"398051","中海环保新能源主题灵活配置混合型证券投资基金","2010-12-09","混合型基金"
"398061","中海消费主题精选混合型证券投资基金","2011-11-09","混合型基金"
"399001","中海上证50指数增强型证券投资基金","2010-03-25","股票型基金"
"399011","中海医疗保健主题股票型证券投资基金","2012-03-07","股票型基金"
"400001","东方龙混合型开放式证券投资基金","2004-11-25","混合型基金"
"400003","东方精选混合型开放式证券投资基金","2006-01-11","混合型基金"
"400005","东方金账簿货币市场证券投资基金","2006-08-02","货币型基金"
"400007","东方策略成长混合型开放式证券投资基金","2008-06-03","混合型基金"
"400009","东方稳健回报债券型证券投资基金","2008-12-10","债券型基金"
"400011","东方核心动力混合型证券投资基金","2009-06-24","混合型基金"
"400013","东方成长收益灵活配置混合型证券投资基金","2011-04-14","混合型基金"
"400015","东方新能源汽车主题混合型证券投资基金","2011-12-28","混合型基金"
"400016","东方强化收益债券型证券投资基金","2012-10-09","债券型基金"
"400018","东方启明量化先锋混合型证券投资基金","2012-12-19","混合型基金"
"400020","东方成长回报平衡混合型证券投资基金","2013-07-03","混合型基金"
"400022","东方利群混合型发起式证券投资基金","2013-07-17","混合型基金"
"400023","东方多策略灵活配置混合型证券投资基金","2014-05-21","混合型基金"
"400025","东方新兴成长混合型证券投资基金","2014-09-03","混合型基金"
"400027","东方双债添利债券型证券投资基金","2014-09-24","债券型基金"
"400030","东方添益债券型证券投资基金","2014-12-15","债券型基金"
"400032","东方主题精选混合型证券投资基金","2015-03-23","混合型基金"
"410001","华富竞争力优选混合型证券投资基金","2005-03-02","混合型基金"
"410002","华富货币市场基金","2006-06-21","货币型基金"
"410003","华富成长趋势混合型证券投资基金","2007-03-19","混合型基金"
"410004","华富收益增强债券型证券投资基金","2008-05-28","债券型基金"
"410006","华富策略精选灵活配置混合型证券投资基金","2008-12-24","混合型基金"
"410007","华富价值增长灵活配置混合型证券投资基金","2009-07-15","混合型基金"
"410008","华富中证100指数证券投资基金","2009-12-30","股票型基金"
"410009","华富量子生命力混合型证券投资基金","2011-04-01","混合型基金"
"410010","华富中小企业100指数增强型证券投资基金","2011-12-09","股票型基金"
"420001","天弘精选混合型证券投资基金","2005-10-08","混合型基金"
"420002","天弘永利债券型证券投资基金","2008-04-18","债券型基金"
"420003","天弘永定价值成长混合型证券投资基金","2008-12-02","混合型基金"
"420005","天弘周期策略混合型证券投资基金","2009-12-17","混合型基金"
"420006","天弘现金管家货币市场基金","2012-06-20","货币型基金"
"420008","天弘债券型发起式证券投资基金","2012-08-10","债券型基金"
"420009","天弘安康颐养混合型证券投资基金","2012-11-28","混合型基金"
"450001","富兰克林国海中国收益证券投资基金","2005-06-01","混合型基金"
"450002","富兰克林国海弹性市值混合型证券投资基金","2006-06-14","混合型基金"
"450003","富兰克林国海潜力组合混合型证券投资基金","2007-03-22","混合型基金"
"450004","富兰克林国海深化价值混合型证券投资基金","2008-07-03","混合型基金"
"450005","富兰克林国海强化收益债券型证券投资基金","2008-10-24","债券型基金"
"450007","富兰克林国海成长动力混合型证券投资基金","2009-03-25","混合型基金"
"450008","富兰克林国海沪深300指数增强型证券投资基金","2009-09-03","股票型基金"
"450009","富兰克林国海中小盘股票型证券投资基金","2010-11-23","股票型基金"
"450010","富兰克林国海策略回报灵活配置混合型证券投资基金","2011-08-02","混合型基金"
"450011","富兰克林国海研究精选混合型证券投资基金","2012-05-22","混合型基金"
"450018","富兰克林国海恒久信用债券型证券投资基金","2012-09-11","债券型基金"
"457001","富兰克林国海亚洲(除日本)机会股票型证券投资基金","2012-02-22","股票型基金"
"460001","华泰柏瑞盛世中国混合型证券投资基金","2005-04-27","混合型基金"
"460002","华泰柏瑞积极成长混合型证券投资基金","2007-05-29","混合型基金"
"460005","华泰柏瑞价值增长混合型证券投资基金","2008-07-16","混合型基金"
"460006","华泰柏瑞货币市场证券投资基金","2009-05-06","货币型基金"
"460007","华泰柏瑞行业领先混合型证券投资基金","2009-08-03","混合型基金"
"460008","华泰柏瑞稳健收益债券型证券投资基金","2012-12-04","债券型基金"
"460009","华泰柏瑞量化先行混合型证券投资基金","2010-06-22","混合型基金"
"460010","华泰柏瑞亚洲领导企业混合型证券投资基金","2010-12-02","混合型基金"
"460220","华泰柏瑞上证中小盘交易型开放式指数证券投资基金联接基金","2011-01-26","股票型基金"
"460300","华泰柏瑞沪深300交易型开放式指数证券投资基金联接基金","2012-05-29","股票型基金"
"470006","汇添富医药保健混合型证券投资基金","2010-09-21","混合型基金"
"470007","汇添富上证综合指数证券投资基金","2009-07-01","股票型基金"
"470008","汇添富策略回报混合型证券投资基金","2009-12-22","混合型基金"
"470009","汇添富民营活力混合型证券投资基金","2010-05-05","混合型基金"
"470010","汇添富多元收益债券型证券投资基金","2012-09-18","债券型基金"
"470014","汇添富理财14天债券型证券投资基金","2012-07-10","债券型基金"
"470018","汇添富双利债券型证券投资基金","2011-01-26","债券型基金"
"470021","汇添富理财21天债券型发起式证券投资基金","2013-01-24","债券型基金"
"470021","汇添富优选回报灵活配置混合型证券投资基金","2015-12-22","混合型基金"
"470028","汇添富社会责任混合型证券投资基金","2011-03-29","混合型基金"
"470030","汇添富理财30天债券型证券投资基金","2012-05-09","债券型基金"
"470030","汇添富鑫禧债券型证券投资基金","2020-08-19","债券型基金"
"470058","汇添富可转换债券债券型证券投资基金","2011-06-17","债券型基金"
"470060","汇添富理财60天债券型证券投资基金","2012-06-12","债券型基金"
"470068","汇添富深证300交易型开放式指数证券投资基金联接基金","2011-09-28","股票型基金"
"470088","汇添富6月红添利定期开放债券型证券投资基金","2011-12-20","债券型基金"
"470098","汇添富逆向投资混合型证券投资基金","2012-03-09","混合型基金"
"470888","汇添富香港优势精选混合型证券投资基金","2010-06-25","混合型基金"
"471007","汇添富理财7天债券型证券投资基金","2013-05-29","债券型基金"
"471028","汇添富理财28天债券型证券投资基金","2012-10-28","债券型基金"
"472007","汇添富利率债债券型证券投资基金","2020-10-30","债券型基金"
"481001","工银瑞信核心价值混合型证券投资基金","2005-08-31","混合型基金"
"481004","工银瑞信稳健成长混合型证券投资基金","2006-12-06","混合型基金"
"481006","工银瑞信红利混合型证券投资基金","2007-07-18","混合型基金"
"481008","工银瑞信大盘蓝筹混合型证券投资基金","2008-08-04","混合型基金"
"481009","工银瑞信沪深300指数证券投资基金","2009-03-05","股票型基金"
"481010","工银瑞信中小盘成长混合型证券投资基金","2010-02-10","混合型基金"
"481012","工银瑞信深证红利交易型开放式指数证券投资基金联接基金","2010-11-09","股票型基金"
"481013","工银瑞信消费服务行业混合型证券投资基金","2011-04-21","混合型基金"
"481015","工银瑞信主题策略混合型证券投资基金","2011-10-24","混合型基金"
"481017","工银瑞信基本面量化策略混合型证券投资基金","2012-04-26","混合型基金"
"482002","工银瑞信货币市场基金","2006-03-20","货币型基金"
"483003","工银瑞信精选平衡混合型证券投资基金","2006-07-13","混合型基金"
"485105","工银瑞信增强收益债券型证券投资基金","2007-05-11","债券型基金"
"485107","工银瑞信信用添利债券型证券投资基金","2008-04-14","债券型基金"
"485111","工银瑞信双利债券型证券投资基金","2010-08-16","债券型基金"
"485114","工银瑞信添颐债券型证券投资基金","2011-08-10","债券型基金"
"485118","工银瑞信7天理财债券型证券投资基金","2012-08-22","债券型基金"
"485119","工银瑞信信用纯债债券型证券投资基金","2012-11-14","债券型基金"
"485120","工银瑞信14天理财债券型发起式证券投资基金","2012-10-26","债券型基金"
"485122","工银瑞信60天理财债券型证券投资基金","2013-01-28","债券型基金"
"485122","工银瑞信尊益中短债债券型证券投资基金","2020-07-20","债券型基金"
"486001","工银瑞信中国机会全球配置股票型证券投资基金","2008-02-14","股票型基金"
"486002","工银瑞信全球精选股票型证券投资基金","2010-05-25","股票型基金"
"487016","工银瑞信灵活配置混合型证券投资基金","2011-12-27","混合型基金"
"487021","工银瑞信优质精选混合型证券投资基金","2013-02-07","混合型基金"
"500001","金泰证券投资基金","1998-03-27","股票型基金"
"500002","泰和证券投资基金","1999-04-08","股票型基金"
"500003","安信证券投资基金","1998-06-22","股票型基金"
"500005","汉盛证券投资基金","1999-05-10","股票型基金"
"500006","裕阳证券投资基金","1998-07-25","股票型基金"
"500007","景阳证券投资基金","1999-09-17","股票型基金"
"500008","兴华证券投资基金","1998-04-28","股票型基金"
"500009","安顺证券投资基金","1999-06-15","股票型基金"
"500010","金元证券投资基金","2000-03-28","股票型基金"
"500011","金鑫证券投资基金","1999-10-21","股票型基金"
"500013","安瑞证券投资基金","2000-07-18","股票型基金"
"500015","汉兴证券投资基金","1999-12-30","混合型基金"
"500016","裕元证券投资基金","1999-09-17","股票型基金"
"500017","景业证券投资基金","2000-08-15","股票型基金"
"500018","兴和证券投资基金","1999-07-14","股票型基金"
"500019","普润证券投资基金","2000-08-08","股票型基金"
"500021","金鼎证券投资基金","2000-05-16","股票型基金"
"500025","汉鼎证券投资基金","2000-06-30","股票型基金"
"500028","兴业证券投资基金","2000-08-18","股票型基金"
"500029","科讯证券投资基金","2001-04-20","股票型基金"
"500035","汉博证券投资基金","2000-07-12","股票型基金"
"500038","通乾证券投资基金","2001-08-29","股票型基金"
"500039","同德证券投资基金","2000-10-20","股票型基金"
"500056","科瑞证券投资基金","2002-03-12","股票型基金"
"500058","银丰证券投资基金","2002-08-15","股票型基金"
"501000","国金鑫新灵活配置混合型证券投资基金(LOF)","2015-07-03","混合型基金"
"501001","财通多策略精选混合型证券投资基金(LOF)","2015-07-01","混合型基金"
"501002","长信价值优选混合型证券投资基金","2016-01-21","混合型基金"
"501003","长信量化优选混合型证券投资基金(LOF)","2017-04-14","混合型基金"
"501005","汇添富中证精准医疗主题指数型发起式证券投资基金(LOF)","2016-01-21","股票型基金"
"501007","汇添富中证互联网医疗主题指数型发起式证券投资基金(LOF)","2016-12-22","股票型基金"
"501009","汇添富中证生物科技主题指数型发起式证券投资基金(LOF)","2016-12-22","股票型基金"
"501011","汇添富中证中药指数型发起式证券投资基金(LOF)","2016-12-29","股票型基金"
"501015","财通多策略升级混合型证券投资基金(LOF)","2016-03-09","混合型基金"
"501016","国泰中证申万证券行业指数证券投资基金(LOF)","2017-04-27","股票型基金"
"501017","国泰融丰外延增长灵活配置混合型证券投资基金(LOF)","2016-05-26","混合型基金"
"501018","南方原油证券投资基金","2016-06-15","FOF"
